,Lead_Trump,Lead_Ace,Call_1,Call_2,Count_On_Partner,Go_Alone
0,0.17058090775867885,0.10067446506821195,0.6795832440832559,0.4783210697589472,0.5928872042210818,0.9333140866735723
1,0.2980774881752486,0.660816789429844,0.5781233738757982,0.4397619530695228,0.5216154447540072,0.6529098991033779
2,0.8154759621433585,0.4055900750923159,0.7398318286660663,0.9489297219605177,0.37343622523618347,0.9273789687522881
3,0.5102130114730319,0.4228634236911265,0.5515582468521649,0.39046672842225677,-0.028943433015876277,0.3464282130741749
4,0.07807098564982366,0.88975456902686,0.5693328092614944,0.959790151761353,0.9291129863350882,0.5721130146878806
5,0.565386191442759,0.5263761986260406,0.09394499550454932,0.0013172010632181569,0.3091172733598946,0.14170129913030272
6,0.6760494822844798,0.6202463918360412,0.1668588309719578,0.580394174421093,0.7766387395597286,-0.017577036284505687
7,0.4323788954234634,0.4819022601227418,0.918252739599629,0.7001836077984206,0.9733158438148932,0.3539974607878548
8,0.2600318741640219,0.48070144742681004,0.05944486697442908,0.0700674219541482,0.7775643232197742,0.4452650195215262
9,0.44976324074312934,0.13354771565614032,0.8083091724078448,0.7209772641467743,0.17184400658541185,0.4752281352126716
10,0.5259917300469054,0.3638402145098153,0.24494659093574236,1.0161089566714459,0.8615618525766868,0.3356935371384996
11,0.39844059781820407,0.5976113267522405,0.02933055415152537,0.8614538133891225,0.014841625302468131,0.9507812564761718
12,0.03404903501784477,0.13905117715844253,0.2864592621863272,0.673971753592611,0.37781250029810987,0.2617671581726198
13,0.7685162144028594,0.3512157072564303,0.8418740177145753,0.615498810240863,0.5330426617182067,0.45552693169827135
14,0.4572676868089378,0.9156208081352141,0.22284196778161564,0.3141584592398037,0.27899504190646185,0.6430549722537057
15,0.5269971522455704,0.34675391006143386,1.0706096409501011,0.438711775696782,0.8223777752902683,0.8338587721128607
16,0.3603961569626347,0.5061349258212557,0.5876230389625038,-0.0006950403906754582,0.06321972253201033,0.06805293259895166
17,0.11512109420822919,0.09032736055578762,1.0285953002241204,0.842300145971939,0.09828028232706121,0.6208750953120071
18,0.7120973163010714,0.9730197431721919,0.6735822804053928,0.28875430571956767,0.1439967915785914,0.4754035234485311
19,0.7979521388982285,0.19972326926151468,0.9724219149148614,0.47786388220840476,-0.08656123792156441,0.22220607706882994
20,0.36024787558290783,0.13204394949585052,0.5214185263206674,0.47760754158044105,0.3213202583076952,0.9208583812748182
21,0.7195866379938167,0.5542600062440498,0.9072550072397702,0.5358070719474464,0.3113919539319317,-0.05810658493445145
22,0.05796791736842699,0.14074946225486856,0.36151350905918367,0.19401545596322278,0.04056574767961402,0.8587938247374185
23,0.7710282630950742,0.829623704080847,0.29224412673800104,0.9076782144340272,0.5501923970560413,0.4896567370432103
24,0.0337273184601212,0.6747859515552017,0.3059239430216552,0.051046706260412716,0.9737337216082929,0.9207793918735979
25,0.8286592508852617,0.6047851226427983,0.2888146738998487,0.47896974280344207,0.6574842190497885,0.6570313479948496
26,0.35086164785523954,1.0220128386364238,0.7505706334274068,0.23844260507041162,0.1526567185848136,0.48131538277845753
27,0.3511546256992956,0.8466689386544206,-0.07571696638085808,0.6280409317492227,0.17417185781387942,0.6398694039272479
28,0.048032282085443495,0.5666568221531474,0.3749439495334769,0.12255993613927313,0.1385055230772414,0.9918606731085531
29,0.8090698950910435,0.9769088402967674,0.3493947914881236,0.13580093197874876,0.3295849160556391,0.5343259618568201
30,0.7819386313367365,0.35798989873708753,0.18280970004536073,0.20469645999674532,0.41232236382368814,0.5998461190175814
31,0.12695081219873455,0.6519530581636456,0.37166760303199775,0.362359448793896,0.12974769807655312,0.12451316336676732
32,0.8967585310762516,0.43029197980344497,0.928044591110711,0.5289539957593544,0.4491176627214389,0.4751470567323568
33,0.506545184755668,0.0706837177767548,0.21386607106164315,0.6900585734345535,0.09098320374390652,0.06659597788867407
34,0.6394432083909566,0.10015432916013538,0.09497515303359469,0.08804756051359114,0.3727962471665588,0.018463954023563503
35,0.9011770483054242,0.2599794933153355,0.8888075444380945,0.7885253608673186,0.007214799292604879,0.7726542308296299
36,1.0309732302797632,0.19073907702908494,0.3788352466993077,0.2629469453698416,0.22185376889980202,0.3188411337662066
37,0.7012167105639462,0.02182867973034726,0.00619796558562237,0.7350818363904389,0.7226561413223067,0.4518220454029915
38,0.8035812631519214,0.7383900230543222,0.8825059077300444,0.5908728286052967,0.17221281360428806,0.40436654558173213
39,0.772322723683366,0.5321960161927632,0.6780451438017567,0.7422889336070768,0.01892249005380775,0.39490636436418314
40,0.6076055749919731,0.049078793999370846,0.3292446112042523,0.7967606761753283,0.0485096723494953,0.141844678819195
41,0.45423149634943605,0.7425959272264503,0.29117991815165556,0.5818244384318931,0.6114499949639887,0.21342541122005187
42,0.7076557091256376,0.4046623290415525,0.1262675610926695,1.0030546482150189,0.03226540657727536,0.4442816875696582
43,0.9152537501670847,0.5967295331054006,0.13847225693741422,0.6358349647262259,0.4756783404672015,0.28762448109858074
44,0.023739209636616437,0.42157584836308704,0.12587169979129212,0.6386577511877058,0.9373524325380677,0.8230095280911895
45,0.28554627277439426,0.25980069754339247,0.5913482480091226,0.5170054014690948,1.0590153376980136,0.7397226111423251
46,0.3018469729593477,0.6548747307298087,0.6340602414915101,0.23663768842082425,0.9213920557303362,0.5537578458673412
47,0.8095526097454311,0.1694645852513524,0.17707204017912673,0.15508444280661582,0.3443068637801069,0.0844809043063213
48,0.8480789193118028,0.6075732685488043,0.7024293875597541,0.7139413322278706,0.5922636871519289,0.5879644378754759
49,0.5846388337384814,0.07959765996038756,0.44639676211173607,0.8996255873326808,0.5250885804759091,0.18938483127665384
50,1.0283939967740245,1.0708202206104713,0.5189506836575317,0.9622102538602869,0.5362615125716873,1.0005626426065866
51,0.27302555367669024,0.8706424339064581,0.036103062808685735,0.8131791328053125,0.26992407803056917,-0.01209256525406159
52,0.8289820846124397,0.9357245893557093,0.7837047138998731,0.70123595496945,0.5145534058260358,0.17111214118435827
53,0.5192991203080566,0.16741328505151268,0.6684489716820028,0.26394516770185183,0.9595175201431211,0.5328977296752067
54,0.7919655934513123,0.7028671892281081,0.6359687662412179,0.8454867509608079,0.3907051333841419,0.12848162433202562
55,0.6281278738866394,0.3583611001963102,0.7603357122647767,0.6036633120047424,1.0326806606330814,0.13136892471010936
