,Lead_Trump,Lead_Ace,Call_1,Call_2,Count_On_Partner,Go_Alone,Bleed
0,0.3344842144848121,0.3450555762332299,0.7791545335399817,0.38111257176987784,0.28210353811774497,0.8157914678138143,-0.019617134083004306
1,1.031130401094738,0.5984265662398887,0.03499434980244867,0.8440918106754691,0.41094497942757374,0.6603804023174681,0.6820106845546914
2,0.4334653608410666,0.1666890054109677,0.7315057008124961,0.1569179480526478,0.6708370799171367,0.33045757274701654,0.38536345330832067
3,0.5792651956445769,0.7371860632070415,-0.06872060595290827,0.6477774097763821,0.746107720183001,0.6639654788744072,0.3156882440025869
4,0.8735863428878696,0.4045127494340169,0.09551967679755585,0.09791719865901322,0.6843722674204309,0.8269915795201395,0.7365782826412393
5,0.4536812169828911,0.24802439401617793,0.6520389745227609,0.16552123159928755,0.17039167143159975,0.2577972840275186,0.47815202605175605
6,0.4900250748600268,0.13882275022447782,0.6964722776068585,1.1679607359431925,0.7579030392724583,0.8231361234156978,0.8548840544795373
7,0.17723509135997417,0.8219019856578473,-0.023695670430421895,0.9692535949734913,0.6722791914502775,0.5079666531278324,0.8472377809017344
8,0.6246146237812527,0.22823037156904186,0.5229578730547649,0.6111601895037809,0.7411296291807219,0.48132479448843557,0.07183932625081818
9,0.10674916383296004,0.5706698554840364,0.5265583576475402,0.4195116084848286,0.08440387509746863,0.5712665890529761,0.4840859737711642
10,0.5041898607122257,1.1595966912031281,0.4498175044662155,1.038311562613076,0.06032601470594062,0.47404627748144335,0.319740490494132
11,0.23278775896605408,0.3165614234130397,0.780744120265995,0.49672450851013245,0.09122907448744269,0.2839826171823933,0.5263352434711421
12,0.6935469066811993,0.11991396033948754,0.543999077762074,0.771125320702357,0.3968375282480703,0.9516473324615864,0.33614627178141276
13,0.825884038362589,0.26287568722621885,0.22149454486705913,0.7926353693136443,0.16090346956460416,0.7781143133814548,0.373669625872885
14,0.7950725411427104,0.8361737269819871,0.53928517969025,0.40033923539141725,0.18711458921697294,0.8241693962649533,0.6237407466611709
15,0.33594156009468895,0.2933505292259821,0.22730925371779231,0.28021717505071836,0.17654611525483244,0.48255891150208535,0.6306098660619781
16,0.014081847215499183,0.8612468675409767,0.23985824807769052,0.3426053426119729,0.8378078007101682,0.5278363961451559,0.07837281264522902
17,0.3503783596453807,0.782967737581954,0.06052221809014291,0.4554497864011366,0.46763032786734876,0.9437544956624011,-0.09275128012257605
18,0.17078735262184908,0.27139228953856864,0.5019424932769709,0.342552945451423,-0.06931645528439012,-0.06757611749274017,1.00398525833872
19,0.021944341525153566,0.36791209332120883,0.08186852107848905,0.43387897497224837,-0.003227976768468366,0.3189637298914378,0.8452283733789225
20,0.839382093512854,0.2975885572689177,-0.12676666317695354,-0.01834876054309395,0.6614932225031802,0.14657510095044474,1.0310861146233667
21,1.1315807605466521,0.24308663673318448,0.09054394242824154,0.7249574658726967,0.3518601425945257,0.6310169785982582,0.2381483997597388
22,0.8963503196767793,0.432179765124304,0.380617584673228,0.6861056725530426,0.05938196664319187,0.37954317271919513,0.4793444634507741
23,0.880195830298903,0.32063216261010163,-0.16767199557278176,0.8074506453508046,0.38535725142142074,0.9839151204248018,0.6517723090247929
24,0.16188952885506463,1.0720471351052254,0.27464913876470304,1.1443906580853471,0.8373617878216315,0.878285624335448,0.44451666581739335
25,0.6574627187278418,0.0608731317014341,0.38087695413314676,1.0352896218145555,0.8491105275785537,0.8804293605889035,0.03423225778219449
26,0.9383904548812256,0.11347259848105185,0.5545114340673195,0.3727349973685307,0.7733052102749421,0.7563737371376202,0.5678402371904347
27,0.36805677620713817,0.7619493535097355,1.0051595234695867,0.7238518269992882,0.6575878044423403,0.32900280980447555,0.07119768183332853
28,0.8236676113614272,0.41902287843655667,0.3066497593921901,-0.03676891279390404,0.4773879277668737,0.6613844685306549,0.349600186108429
29,0.2626851075986874,0.26716834393396305,0.5440889171519923,0.10207465932803829,0.5003773344438268,0.6525953565463177,0.589074627314929
30,0.544932831843702,0.6805926270420865,0.22496006517483627,0.6773551235442266,0.1827417206262494,0.47062274989888286,0.28523730974320044
31,0.22542857052061271,0.5658119424773889,0.7635871325733471,0.6121135891212279,0.42492446950721047,0.1444774012133696,1.0675202697988722
